"CASE_ID","mc_killed","mc_injured","collision_severity","severe","accident_year","hours_since_midnight","season","rush_hour","late_night","day_of_week","intersection","state_hwy_ind","w_clear","w_cloudy","w_rainy","w_other","road_not_dry","road_condition_issue","lighting","type_of_collision","pcf_viol_category","mviw","alcohol_involved","truck_accident","pedestrian_accident","bicycle_accident"
5576284,"N","Y","Injury (Complaint of Pain)","N",2012,20.4166666666667,"Winter","N","N","Tu","N","N","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5576317,"N","Y","Injury (Complaint of Pain)","N",2012,2.41666666666667,"Spring","N","Y","Su","N","N","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5576394,"N","Y","Injury (Complaint of Pain)","N",2012,14.5666666666667,"Spring","N","N","F","N","Y","Y","N","N","N","N","N","Daylight","Overturned","Pedestrian Right of Way","Non-Collision","N","N","N","N"
5576666,"N","Y","Injury (Complaint of Pain)","N",2012,11.75,"Spring","N","N","Sa","Y","N","Y","N","N","N","N","N","Daylight","Head-On","Pedestrian Violation","Motor Vehicle on Other Roadway","N","N","N","N"
5576705,"N","Y","PDO (property damage only)","N",2012,15,"Spring","PM","N","F","N","N","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5576728,"N","Y","Injury (Complaint of Pain)","N",2012,7.75,"Winter","AM","N","F","Y","N","N","Y","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5576778,"N","Y","Injury (Complaint of Pain)","N",2012,17.2333333333333,"Spring","N","N","Sa","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5576787,"N","Y","Injury (Other Visible)","N",2012,22.0833333333333,"Winter","N","N","M","N","N","Y","N","N","N","N","N","Dark - Street Lights","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5577004,"N","Y","Injury (Complaint of Pain)","N",2012,15.1666666666667,"Winter","PM","N","F","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5577386,"N","Y","PDO (property damage only)","N",2012,17.6666666666667,"Spring","PM","N","Th","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5577418,"N","Y","Injury (Other Visible)","N",2012,10.9166666666667,"Spring","N","N","F","Y","N","Y","N","N","N","N","N","Daylight","Head-On","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5577426,"N","Y","Injury (Complaint of Pain)","N",2012,11.75,"Spring","N","N","Sa","Y","N","N","N","Y","N","Y","N","Daylight","Sideswipe","Improper Turning","Other Motor Vehicle","N","N","N","N"
5577442,"N","Y","Injury (Complaint of Pain)","N",2012,14.75,"Spring","N","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5578749,"N","Y","Injury (Other Visible)","N",2012,14.6666666666667,"Winter","N","N","Su","N","Y","N","Y","N","N","N","N","Daylight","Hit Object","Pedestrian Right of Way","Fixed Object","N","N","N","N"
5579951,"N","Y","Injury (Other Visible)","N",2012,13.15,"Spring","N","N","W","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5580078,"N","Y","Injury (Complaint of Pain)","N",2012,22.0833333333333,"Winter","N","N","Sa","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5580089,"N","Y","PDO (property damage only)","N",2012,14.5,"Winter","N","N","Su","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5580141,"N","Y","Injury (Complaint of Pain)","N",2012,20.1666666666667,"Winter","N","N","Sa","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5581460,"N","Y","Injury (Complaint of Pain)","N",2012,11.8333333333333,"Spring","N","N","Sa","N","N","N","N","Y","N","Y","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5581610,"N","Y","PDO (property damage only)","N",2012,14.2666666666667,"Spring","N","N","W","N","Y","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5581618,"N","Y","PDO (property damage only)","N",2012,8.58333333333333,"Spring","AM","N","W","N","Y","Y","N","N","N","N","Y","Daylight","Sideswipe","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5581674,"N","Y","Injury (Other Visible)","N",2012,17.25,"Spring","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Hit Object","Wrong Side of Road","Fixed Object","N","N","N","N"
5582815,"N","Y","PDO (property damage only)","N",2012,15,"Spring","PM","N","F","N","Y","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5582833,"N","Y","Injury (Complaint of Pain)","N",2012,17.6,"Winter","PM","N","Th","N","Y","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5582849,"N","Y","Injury (Complaint of Pain)","N",2012,16.75,"Winter","PM","N","W","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5582919,"N","Y","Injury (Complaint of Pain)","N",2012,15.5,"Spring","PM","N","M","N","Y","Y","N","N","N","N","N","Daylight","Broadside","Lights","Other Motor Vehicle","N","N","N","N"
5583287,"N","Y","Injury (Complaint of Pain)","N",2012,18.6666666666667,"Spring","PM","N","W","N","N","Y","N","N","N","N","N","Dusk or Dawn","Sideswipe","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5583291,"N","Y","PDO (property damage only)","N",2012,15.3333333333333,"Winter","N","N","Sa","Y","N","Y","N","N","N","N","N","Daylight","Other","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5583296,"N","Y","Injury (Complaint of Pain)","N",2012,13,"Spring","N","N","Sa","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5583303,"N","Y","Injury (Complaint of Pain)","N",2012,23.5,"Winter","N","Y","Th","N","N","Y","N","N","N","N","N","Dusk or Dawn","Other","Code 20","Other Object","N","N","N","N"
5583359,"N","Y","Injury (Complaint of Pain)","N",2012,14.1666666666667,"Spring","N","N","Th","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5583451,"N","Y","Injury (Complaint of Pain)","N",2012,13,"Spring","N","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5583504,"N","Y","Injury (Complaint of Pain)","N",2012,7.83333333333333,"Spring","AM","N","F","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5585686,"N","Y","PDO (property damage only)","N",2012,19.1666666666667,"Spring","N","N","M","N","Y","Y","N","N","N","N","N","Daylight","Hit Object","Wrong Side of Road","Fixed Object","N","N","N","N"
5585700,"N","Y","Injury (Complaint of Pain)","N",2012,12.4166666666667,"Spring","N","N","Su","N","Y","Y","N","N","N","N","N","Daylight","Overturned","Pedestrian Right of Way","Fixed Object","N","N","N","N"
5585777,"N","Y","Injury (Complaint of Pain)","N",2012,21.6666666666667,"Winter","N","N","W","N","Y","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5585780,"N","Y","Injury (Complaint of Pain)","N",2012,14.8333333333333,"Spring","N","N","Th","N","Y","Y","N","N","N","N","N","Daylight","Overturned","Wrong Side of Road","Fixed Object","N","N","N","N"
5585814,"N","Y","Injury (Complaint of Pain)","N",2012,12.9166666666667,"Spring","N","N","F","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5586104,"N","Y","Injury (Other Visible)","N",2012,17.8333333333333,"Spring","PM","N","M","Y","N","Y","N","N","N","N","N","Daylight","Sideswipe","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5587354,"N","Y","PDO (property damage only)","N",2012,8.75,"Winter","AM","N","W","N","N","Y","N","N","N","N","N","Daylight","Overturned","Wrong Side of Road","Non-Collision","N","N","N","N"
5587458,"N","Y","Injury (Complaint of Pain)","N",2012,15.0833333333333,"Spring","PM","N","Tu","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5587486,"N","Y","Injury (Other Visible)","N",2012,17.8333333333333,"Spring","PM","N","Th","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5587887,"N","Y","Injury (Complaint of Pain)","N",2012,10.0833333333333,"Spring","N","N","Sa","N","N","N","Y","N","N","N","N","Daylight","Sideswipe","Wrong Side of Road","Fixed Object","N","N","N","N"
5587981,"N","N","PDO (property damage only)","N",2012,12.4166666666667,"Spring","N","N","Sa","N","Y","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5588418,"N","Y","Injury (Other Visible)","N",2012,18.75,"Spring","N","N","Su","N","N","Y","N","N","N","N","N","Daylight","Hit Object","Wrong Side of Road","Fixed Object","N","N","N","N"
5588491,"N","Y","Injury (Other Visible)","N",2012,8.91666666666667,"Spring","AM","N","Th","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5588552,"N","Y","Injury (Other Visible)","N",2012,3.16666666666667,"Spring","N","Y","M","N","N","Y","N","N","N","N","N","Dark - Street Lights","Hit Object","Other Improper Driving","Fixed Object","N","N","N","N"
5588578,"N","Y","Injury (Other Visible)","N",2012,14.3333333333333,"Spring","N","N","Th","N","N","Y","N","N","N","N","N","Daylight","Hit Object","Wrong Side of Road","Other Object","N","N","N","N"
5588598,"N","Y","Injury (Complaint of Pain)","N",2012,9,"Spring","AM","N","Th","Y","N","N","Y","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5588621,"N","N","PDO (property damage only)","N",2012,21,"Spring","N","N","Su","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Head-On","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5588625,"N","Y","Injury (Complaint of Pain)","N",2012,14.1666666666667,"Winter","N","N","M","N","N","Y","N","N","N","N","N","Daylight","Broadside","Unsafe Starting or Backing","Other Motor Vehicle","N","N","N","N"
5588704,"N","Y","PDO (property damage only)","N",2012,8.16666666666667,"Spring","AM","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5588742,"N","Y","Injury (Complaint of Pain)","N",2012,13.5,"Spring","N","N","Su","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5589652,"N","Y","PDO (property damage only)","N",2012,14.8333333333333,"Winter","N","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Other","Unsafe Starting or Backing","Motor Vehicle on Other Roadway","N","N","N","N"
5589655,"N","N","PDO (property damage only)","N",2012,18.8333333333333,"Winter","PM","N","Tu","N","N","Y","N","N","N","N","N","Dark - Street Lights","Rear End","Improper Passing","Bicycle","N","N","N","Y"
5589676,"N","Y","Injury (Complaint of Pain)","N",2012,18.75,"Spring","PM","N","F","N","N","Y","N","N","N","N","N","Daylight","Other","Wrong Side of Road","Fixed Object","N","N","N","N"
5590603,"N","Y","Injury (Complaint of Pain)","N",2012,18.7166666666667,"Spring","PM","N","Tu","N","Y","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5590613,"N","Y","PDO (property damage only)","N",2012,18.6666666666667,"Spring","PM","N","W","N","N","Y","N","N","N","N","N","Daylight","Hit Object","Automobile Right of Way","Fixed Object","N","N","N","N"
5590625,"N","Y","Injury (Complaint of Pain)","N",2012,16.3333333333333,"Spring","N","N","Sa","Y","N","N","Y","N","N","N","N","Daylight","Head-On","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5591918,"N","Y","PDO (property damage only)","N",2012,16.25,"Spring","PM","N","F","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5591950,"N","Y","PDO (property damage only)","N",2012,15.6666666666667,"Spring","PM","N","Tu","Y","N","Y","N","N","N","N","N","Daylight","Other","Pedestrian Violation","Non-Collision","N","N","N","N"
5591956,"N","Y","Injury (Complaint of Pain)","N",2012,19.6666666666667,"Spring","N","N","Sa","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5592027,"N","Y","PDO (property damage only)","N",2012,20,"Spring","N","N","Tu","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Vehicle/Pedestrian","Traffic Signals and Signs","Pedestrian","N","N","N","Y"
5592727,"N","Y","PDO (property damage only)","N",2012,10.25,"Spring","N","N","Tu","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5593698,"N","Y","Injury (Complaint of Pain)","N",2012,13.5833333333333,"Winter","N","N","Su","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5593699,"N","Y","Injury (Complaint of Pain)","N",2012,12.5833333333333,"Spring","N","N","Sa","N","Y","Y","N","N","N","N","N","Daylight","Overturned","Pedestrian Right of Way","Fixed Object","N","N","N","N"
5597184,"N","Y","Injury (Complaint of Pain)","N",2012,19.5,"Spring","N","N","M","N","Y","N","Y","N","N","N","N","Dark - No Street Lights","Overturned","Code 20","Non-Collision","N","N","N","N"
5597188,"N","Y","Injury (Complaint of Pain)","N",2012,17.0833333333333,"Spring","PM","N","Th","N","Y","Y","N","N","N","N","Y","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5597323,"N","Y","Injury (Other Visible)","N",2012,17.5,"Spring","PM","N","F","N","Y","Y","N","N","N","N","N","Daylight","Broadside","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5597616,"N","Y","Injury (Complaint of Pain)","N",2012,3.11666666666667,"Spring","N","Y","Th","N","Y","Y","N","N","N","N","N","Dark - No Street Lights","Hit Object","Code 20","Animal","N","N","N","N"
5597631,"N","Y","PDO (property damage only)","N",2012,18.75,"Spring","PM","N","Tu","N","N","Y","N","N","N","N","Y","Dark - Street Lights","Other","Unsafe Lane Change","Other Object","N","N","N","N"
5597654,"N","Y","Injury (Complaint of Pain)","N",2012,19.8333333333333,"Winter","N","N","W","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5597665,"N","N","Injury (Complaint of Pain)","N",2012,12,"Spring","N","N","F","Y","N","Y","N","N","N","N","N","Daylight","Hit Object","Pedestrian Right of Way","Fixed Object","N","N","N","N"
5597669,"N","Y","PDO (property damage only)","N",2012,5.66666666666667,"Spring","N","N","F","Y","N","N","Y","N","N","N","N","Daylight","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5597674,"N","N","PDO (property damage only)","N",2012,16.5,"Winter","PM","N","W","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5598184,"N","Y","Injury (Complaint of Pain)","N",2012,18.5,"Spring","PM","N","Th","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5599208,"N","Y","PDO (property damage only)","N",2012,23,"Spring","N","Y","Tu","N","N","N","N","Y","N","Y","N","Dark - Street Lights","Hit Object","Unsafe Speed","Fixed Object","Y","N","N","N"
5599218,"N","Y","Injury (Complaint of Pain)","N",2012,14.4166666666667,"Spring","N","N","Th","N","N","Y","N","N","N","N","N","Daylight","Hit Object","Wrong Side of Road","Fixed Object","N","N","N","N"
5599282,"N","Y","Injury (Other Visible)","N",2012,11.8333333333333,"Spring","N","N","Su","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5599299,"N","Y","Injury (Complaint of Pain)","N",2012,22.4166666666667,"Spring","N","N","F","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5599302,"N","Y","Injury (Complaint of Pain)","N",2012,8.71666666666667,"Spring","AM","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Motor Vehicle on Other Roadway","N","N","N","N"
5599304,"N","Y","Injury (Complaint of Pain)","N",2012,12.5833333333333,"Spring","N","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5599496,"N","Y","Injury (Complaint of Pain)","N",2012,19.05,"Spring","N","N","M","N","Y","Y","N","N","N","N","N","Daylight","Overturned","Code 20","Non-Collision","N","N","N","N"
5600089,"N","Y","Injury (Other Visible)","N",2012,20.8666666666667,"Spring","N","N","Sa","N","Y","Y","N","N","N","N","Y","Dark - No Street Lights","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5600246,"N","Y","Injury (Complaint of Pain)","N",2012,11.5,"Spring","N","N","Su","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5600259,"N","Y","Injury (Complaint of Pain)","N",2012,15.75,"Spring","PM","N","M","N","N","Y","N","N","N","N","N","Daylight","Rear End","Improper Passing","Other Motor Vehicle","N","N","N","N"
5600298,"N","Y","Injury (Complaint of Pain)","N",2012,16.25,"Spring","PM","N","Th","Y","N","N","Y","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5600431,"N","Y","Injury (Other Visible)","N",2012,18.3333333333333,"Spring","PM","N","W","Y","N","Y","N","N","N","N","N","Daylight","Sideswipe","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5600482,"N","Y","PDO (property damage only)","N",2012,11,"Spring","N","N","M","N","N","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5600483,"N","Y","Injury (Complaint of Pain)","N",2012,17.9166666666667,"Spring","PM","N","W","Y","N","Y","N","N","N","N","N","Daylight","Other","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5600546,"N","Y","Injury (Complaint of Pain)","N",2012,18.0833333333333,"Spring","N","N","Sa","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5600712,"N","Y","Injury (Complaint of Pain)","N",2012,12.8333333333333,"Spring","N","N","F","N","N","Y","N","N","N","N","Y","Daylight","Broadside","Improper Turning","Other Motor Vehicle","N","N","N","N"
5600720,"N","Y","PDO (property damage only)","N",2012,15.9166666666667,"Spring","PM","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5600723,"N","Y","Injury (Other Visible)","N",2012,13,"Spring","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Driving or Bicycling Under the Influence of Alcohol or Drug","Parked Motor Vehicle","N","N","N","N"
5600731,"N","Y","Injury (Complaint of Pain)","N",2012,15,"Spring","PM","N","Tu","Y","Y","N","Y","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5601412,"N","Y","Injury (Other Visible)","N",2012,19.75,"Spring","N","N","Sa","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5601419,"N","N","PDO (property damage only)","N",2012,17.5,"Spring","PM","N","F","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5601439,"N","Y","PDO (property damage only)","N",2012,11.9166666666667,"Spring","N","N","W","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Motor Vehicle on Other Roadway","N","N","N","N"
5602047,"N","Y","Injury (Complaint of Pain)","N",2012,11.75,"Spring","N","N","Su","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5602082,"N","Y","Injury (Complaint of Pain)","N",2012,18.1666666666667,"Spring","PM","N","Tu","Y","N","Y","N","N","N","N","N","Daylight","Sideswipe","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5602101,"N","Y","Injury (Complaint of Pain)","N",2012,10.6666666666667,"Spring","N","N","Sa","N","N","N","Y","N","N","N","N","Daylight","Hit Object","Improper Passing","Fixed Object","N","N","N","N"
5603683,"N","Y","Injury (Complaint of Pain)","N",2012,15.8333333333333,"Spring","PM","N","F","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Improper Turning","Other Motor Vehicle","N","N","N","N"
5603687,"N","Y","PDO (property damage only)","N",2012,18,"Winter","N","N","Su","Y","N","Y","N","N","N","N","N","Daylight","Hit Object","Code 20","Fixed Object","N","N","N","N"
5603695,"N","Y","Injury (Complaint of Pain)","N",2012,12.4166666666667,"Winter","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5603710,"N","Y","Injury (Complaint of Pain)","N",2012,19.8333333333333,"Spring","N","N","F","N","N","Y","N","N","N","N","N","Dark - Street Lights","Other","Impeding Traffic","Other Object","N","N","N","N"
5603732,"N","Y","Injury (Other Visible)","N",2012,0.166666666666667,"Spring","N","Y","Sa","N","N","N","Y","N","N","N","N","Dark - Street Lights","Rear End","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5603756,"N","Y","PDO (property damage only)","N",2012,7.75,"Winter","AM","N","F","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5603892,"N","Y","Injury (Complaint of Pain)","N",2012,13.25,"Spring","N","N","F","N","Y","Y","N","N","N","N","N","Daylight","Overturned","Wrong Side of Road","Non-Collision","N","N","N","N"
5604496,"N","Y","PDO (property damage only)","N",2012,12,"Spring","N","N","Sa","N","N","N","Y","N","N","N","N","Daylight","Sideswipe","Improper Turning","Other Motor Vehicle","N","N","N","N"
5604504,"N","Y","Injury (Other Visible)","N",2012,14.75,"Spring","N","N","F","N","N","N","N","Y","N","Y","Y","Daylight","Other","Wrong Side of Road","Other Object","N","N","N","N"
5604547,"N","Y","PDO (property damage only)","N",2012,14.5,"Spring","N","N","W","Y","N","Y","N","N","N","N","N","Daylight","Rear End","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5604713,"N","Y","Injury (Complaint of Pain)","N",2012,18.4166666666667,"Spring","PM","N","Tu","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5607359,"N","Y","PDO (property damage only)","N",2012,7.83333333333333,"Spring","AM","N","Th","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5607959,"N","Y","Injury (Complaint of Pain)","N",2012,15.0833333333333,"Spring","PM","N","F","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5607967,"N","Y","Injury (Complaint of Pain)","N",2012,12.8833333333333,"Spring","N","N","W","N","Y","N","Y","N","N","N","N","Daylight","Overturned","Automobile Right of Way","Non-Collision","N","N","N","N"
5608343,"N","Y","Injury (Complaint of Pain)","N",2012,14,"Spring","N","N","F","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5608446,"N","Y","PDO (property damage only)","N",2012,15.9166666666667,"Spring","N","N","Su","N","Y","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5608458,"N","Y","PDO (property damage only)","N",2012,13.1666666666667,"Spring","N","N","M","N","Y","Y","N","N","N","N","Y","Daylight","Overturned","Automobile Right of Way","Non-Collision","N","N","N","N"
5608663,"N","Y","Injury (Complaint of Pain)","N",2012,2.33333333333333,"Spring","N","Y","Sa","Y","N","Y","N","N","N","N","N","Dusk or Dawn","Broadside","Pedestrian Violation","Other Motor Vehicle","Y","N","N","N"
5609105,"N","Y","Injury (Complaint of Pain)","N",2012,17.5,"Spring","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Parked Motor Vehicle","N","N","N","N"
5609784,"N","Y","Injury (Complaint of Pain)","N",2012,8.33333333333333,"Spring","AM","N","Tu","Y","N","N","Y","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5609926,"N","Y","Injury (Complaint of Pain)","N",2012,17.5,"Spring","PM","N","Tu","N","Y","Y","N","N","N","N","N","Daylight","Sideswipe","Improper Turning","Other Motor Vehicle","N","N","N","N"
5610070,"N","Y","PDO (property damage only)","N",2012,18.1666666666667,"Spring","PM","N","W","N","Y","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5610132,"N","Y","PDO (property damage only)","N",2012,17.5833333333333,"Spring","PM","N","F","N","Y","N","Y","Y","N","Y","N","Daylight","Overturned","Automobile Right of Way","Fixed Object","N","N","N","N"
5610197,"N","Y","PDO (property damage only)","N",2012,11.9166666666667,"Spring","N","N","F","N","N","Y","N","N","N","N","N","Daylight","Hit Object","Wrong Side of Road","Fixed Object","N","N","N","N"
5610773,"N","Y","Injury (Other Visible)","N",2012,16.6666666666667,"Spring","PM","N","W","N","N","Y","N","N","N","N","N","Daylight","Hit Object","Driving or Bicycling Under the Influence of Alcohol or Drug","Fixed Object","N","N","N","N"
5611325,"N","Y","Injury (Other Visible)","N",2012,19.75,"Spring","N","N","Sa","Y","N","Y","N","N","N","N","N","Dusk or Dawn","Head-On","Unsafe Speed","Other Motor Vehicle","Y","N","N","N"
5611920,"N","Y","Injury (Complaint of Pain)","N",2012,21.6666666666667,"Spring","N","N","Sa","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Lights","Other Motor Vehicle","N","N","N","N"
5613144,"N","Y","PDO (property damage only)","N",2012,11,"Spring","N","N","Su","N","N","Y","N","N","N","N","N","Daylight","Other","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5613163,"N","Y","Injury (Complaint of Pain)","N",2012,14,"Spring","N","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5613208,"N","Y","Injury (Complaint of Pain)","N",2012,8.83333333333333,"Spring","AM","N","Tu","N","Y","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5613361,"N","N","Injury (Complaint of Pain)","N",2012,14.75,"Spring","N","N","Th","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Unsafe Speed","Other Motor Vehicle","Y","Y","N","N"
